,IMAGE PATH,IMAGE NAME,LABEL,GENDER,MAPPED LABELS
917,../data/NistFormatted/f0918_06.png,f0918_06.png,L,M,1
1859,../data/NistFormatted/f1860_04.png,f1860_04.png,A,M,0
3276,../data/NistFormatted/s1277_08.png,s1277_08.png,L,F,1
2757,../data/NistFormatted/s0758_07.png,s0758_07.png,T,M,3
882,../data/NistFormatted/f0883_01.png,f0883_01.png,W,F,4
2393,../data/NistFormatted/s0394_07.png,s0394_07.png,T,M,3
1000,../data/NistFormatted/f1001_05.png,f1001_05.png,T,M,3
1078,../data/NistFormatted/f1079_07.png,f1079_07.png,A,M,0
1781,../data/NistFormatted/f1782_09.png,f1782_09.png,L,M,1
1581,../data/NistFormatted/f1582_05.png,f1582_05.png,R,M,2
1845,../data/NistFormatted/f1846_09.png,f1846_09.png,A,F,0
2907,../data/NistFormatted/s0908_07.png,s0908_07.png,A,F,0
2945,../data/NistFormatted/s0946_05.png,s0946_05.png,W,M,4
1589,../data/NistFormatted/f1590_09.png,f1590_09.png,L,M,1
343,../data/NistFormatted/f0344_06.png,f0344_06.png,T,M,3
3222,../data/NistFormatted/s1223_07.png,s1223_07.png,T,M,3
3168,../data/NistFormatted/s1169_07.png,s1169_07.png,L,M,1
1695,../data/NistFormatted/f1696_04.png,f1696_04.png,R,M,2
1398,../data/NistFormatted/f1399_06.png,f1399_06.png,T,M,3
2056,../data/NistFormatted/s0057_02.png,s0057_02.png,W,M,4
2059,../data/NistFormatted/s0060_05.png,s0060_05.png,R,M,2
1279,../data/NistFormatted/f1280_04.png,f1280_04.png,A,F,0
2974,../data/NistFormatted/s0975_04.png,s0975_04.png,W,M,4
598,../data/NistFormatted/f0599_07.png,f0599_07.png,A,M,0
3795,../data/NistFormatted/s1796_09.png,s1796_09.png,A,F,0
340,../data/NistFormatted/f0341_03.png,f0341_03.png,R,M,2
3372,../data/NistFormatted/s1373_10.png,s1373_10.png,L,M,1
2734,../data/NistFormatted/s0735_01.png,s0735_01.png,A,F,0
3642,../data/NistFormatted/s1643_09.png,s1643_09.png,A,M,0
2894,../data/NistFormatted/s0895_01.png,s0895_01.png,A,F,0
802,../data/NistFormatted/f0803_09.png,f0803_09.png,L,M,1
267,../data/NistFormatted/f0268_09.png,f0268_09.png,A,M,0
2374,../data/NistFormatted/s0375_02.png,s0375_02.png,T,M,3
127,../data/NistFormatted/f0128_10.png,f0128_10.png,L,M,1
187,../data/NistFormatted/f0188_10.png,f0188_10.png,L,M,1
3384,../data/NistFormatted/s1385_06.png,s1385_06.png,W,M,4
2497,../data/NistFormatted/s0498_05.png,s0498_05.png,R,M,2
1476,../data/NistFormatted/f1477_07.png,f1477_07.png,A,M,0
1447,../data/NistFormatted/f1448_10.png,f1448_10.png,L,M,1
3402,../data/NistFormatted/s1403_05.png,s1403_05.png,R,M,2
3223,../data/NistFormatted/s1224_04.png,s1224_04.png,W,M,4
1900,../data/NistFormatted/f1901_05.png,f1901_05.png,R,M,2
3668,../data/NistFormatted/s1669_03.png,s1669_03.png,T,M,3
1164,../data/NistFormatted/f1165_01.png,f1165_01.png,W,M,4
3981,../data/NistFormatted/s1982_09.png,s1982_09.png,L,M,1
590,../data/NistFormatted/f0591_06.png,f0591_06.png,A,M,0
2095,../data/NistFormatted/s0096_03.png,s0096_03.png,W,M,4
3354,../data/NistFormatted/s1355_05.png,s1355_05.png,R,F,2
3362,../data/NistFormatted/s1363_08.png,s1363_08.png,T,F,3
2387,../data/NistFormatted/s0388_06.png,s0388_06.png,W,M,4
253,../data/NistFormatted/f0254_08.png,f0254_08.png,T,M,3
618,../data/NistFormatted/f0619_03.png,f0619_03.png,W,M,4
448,../data/NistFormatted/f0449_05.png,f0449_05.png,A,M,0
762,../data/NistFormatted/f0763_05.png,f0763_05.png,W,M,4
2414,../data/NistFormatted/s0415_04.png,s0415_04.png,T,M,3
1383,../data/NistFormatted/f1384_07.png,f1384_07.png,T,F,3
1699,../data/NistFormatted/f1700_07.png,f1700_07.png,A,M,0
3556,../data/NistFormatted/s1557_10.png,s1557_10.png,L,F,1
778,../data/NistFormatted/f0779_10.png,f0779_10.png,L,M,1
2770,../data/NistFormatted/s0771_03.png,s0771_03.png,T,M,3
3010,../data/NistFormatted/s1011_06.png,s1011_06.png,W,M,4
2309,../data/NistFormatted/s0310_05.png,s0310_05.png,W,M,4
3364,../data/NistFormatted/s1365_07.png,s1365_07.png,A,M,0
2655,../data/NistFormatted/s0656_06.png,s0656_06.png,L,M,1
166,../data/NistFormatted/f0167_05.png,f0167_05.png,R,M,2
3455,../data/NistFormatted/s1456_10.png,s1456_10.png,A,M,0
1588,../data/NistFormatted/f1589_06.png,f1589_06.png,L,M,1
1463,../data/NistFormatted/f1464_10.png,f1464_10.png,L,M,1
1527,../data/NistFormatted/f1528_09.png,f1528_09.png,L,M,1
3190,../data/NistFormatted/s1191_10.png,s1191_10.png,L,F,1
1069,../data/NistFormatted/f1070_07.png,f1070_07.png,T,M,3
380,../data/NistFormatted/f0381_01.png,f0381_01.png,A,M,0
462,../data/NistFormatted/f0463_10.png,f0463_10.png,A,F,0
1860,../data/NistFormatted/f1861_07.png,f1861_07.png,T,M,3
3262,../data/NistFormatted/s1263_09.png,s1263_09.png,W,M,4
1596,../data/NistFormatted/f1597_06.png,f1597_06.png,L,F,1
2832,../data/NistFormatted/s0833_02.png,s0833_02.png,T,F,3
1992,../data/NistFormatted/f1993_03.png,f1993_03.png,A,M,0
2782,../data/NistFormatted/s0783_04.png,s0783_04.png,W,M,4
1093,../data/NistFormatted/f1094_08.png,f1094_08.png,A,M,0
300,../data/NistFormatted/f0301_02.png,f0301_02.png,A,M,0
3172,../data/NistFormatted/s1173_08.png,s1173_08.png,T,F,3
2885,../data/NistFormatted/s0886_09.png,s0886_09.png,L,M,1
1014,../data/NistFormatted/f1015_01.png,f1015_01.png,R,M,2
1100,../data/NistFormatted/f1101_06.png,f1101_06.png,L,F,1
3715,../data/NistFormatted/s1716_08.png,s1716_08.png,A,M,0
3745,../data/NistFormatted/s1746_09.png,s1746_09.png,L,M,1
3816,../data/NistFormatted/s1817_07.png,s1817_07.png,T,M,3
1054,../data/NistFormatted/f1055_10.png,f1055_10.png,L,M,1
16,../data/NistFormatted/f0017_06.png,f0017_06.png,L,M,1
2452,../data/NistFormatted/s0453_08.png,s0453_08.png,L,M,1
2445,../data/NistFormatted/s0446_01.png,s0446_01.png,R,M,2
632,../data/NistFormatted/f0633_10.png,f0633_10.png,L,M,1
480,../data/NistFormatted/f0481_07.png,f0481_07.png,A,F,0
3528,../data/NistFormatted/s1529_03.png,s1529_03.png,T,M,3
2185,../data/NistFormatted/s0186_04.png,s0186_04.png,T,M,3
419,../data/NistFormatted/f0420_09.png,f0420_09.png,L,M,1
1972,../data/NistFormatted/f1973_04.png,f1973_04.png,W,M,4
3640,../data/NistFormatted/s1641_09.png,s1641_09.png,L,M,1
2577,../data/NistFormatted/s0578_02.png,s0578_02.png,A,M,0
770,../data/NistFormatted/f0771_03.png,f0771_03.png,T,M,3
2975,../data/NistFormatted/s0976_09.png,s0976_09.png,A,M,0
2202,../data/NistFormatted/s0203_10.png,s0203_10.png,L,M,1
534,../data/NistFormatted/f0535_08.png,f0535_08.png,L,M,1
3339,../data/NistFormatted/s1340_01.png,s1340_01.png,W,M,4
3002,../data/NistFormatted/s1003_04.png,s1003_04.png,T,M,3
2271,../data/NistFormatted/s0272_09.png,s0272_09.png,L,M,1
2546,../data/NistFormatted/s0547_05.png,s0547_05.png,R,F,2
8,../data/NistFormatted/f0009_08.png,f0009_08.png,L,M,1
1808,../data/NistFormatted/f1809_08.png,f1809_08.png,A,M,0
1131,../data/NistFormatted/f1132_04.png,f1132_04.png,R,M,2
1871,../data/NistFormatted/f1872_04.png,f1872_04.png,W,M,4
1804,../data/NistFormatted/f1805_07.png,f1805_07.png,L,M,1
333,../data/NistFormatted/f0334_02.png,f0334_02.png,W,M,4
2317,../data/NistFormatted/s0318_05.png,s0318_05.png,R,M,2
3938,../data/NistFormatted/s1939_04.png,s1939_04.png,A,M,0
3414,../data/NistFormatted/s1415_08.png,s1415_08.png,W,M,4
1163,../data/NistFormatted/f1164_08.png,f1164_08.png,L,M,1
3161,../data/NistFormatted/s1162_01.png,s1162_01.png,W,F,4
696,../data/NistFormatted/f0697_07.png,f0697_07.png,T,M,3
2564,../data/NistFormatted/s0565_02.png,s0565_02.png,W,M,4
975,../data/NistFormatted/f0976_09.png,f0976_09.png,A,M,0
1065,../data/NistFormatted/f1066_08.png,f1066_08.png,A,M,0
47,../data/NistFormatted/f0048_04.png,f0048_04.png,R,M,2
2512,../data/NistFormatted/s0513_07.png,s0513_07.png,T,M,3
726,../data/NistFormatted/f0727_07.png,f0727_07.png,T,F,3
1247,../data/NistFormatted/f1248_05.png,f1248_05.png,R,M,2
3200,../data/NistFormatted/s1201_10.png,s1201_10.png,L,F,1
2506,../data/NistFormatted/s0507_05.png,s0507_05.png,R,M,2
170,../data/NistFormatted/f0171_08.png,f0171_08.png,R,M,2
1856,../data/NistFormatted/f1857_10.png,f1857_10.png,A,F,0
2913,../data/NistFormatted/s0914_06.png,s0914_06.png,W,M,4
3907,../data/NistFormatted/s1908_08.png,s1908_08.png,A,M,0
283,../data/NistFormatted/f0284_10.png,f0284_10.png,L,M,1
3624,../data/NistFormatted/s1625_03.png,s1625_03.png,T,M,3
3054,../data/NistFormatted/s1055_10.png,s1055_10.png,L,M,1
1991,../data/NistFormatted/f1992_01.png,f1992_01.png,R,M,2
3630,../data/NistFormatted/s1631_03.png,s1631_03.png,W,M,4
182,../data/NistFormatted/f0183_02.png,f0183_02.png,W,M,4
2997,../data/NistFormatted/s0998_06.png,s0998_06.png,A,M,0
624,../data/NistFormatted/f0625_02.png,f0625_02.png,T,M,3
3001,../data/NistFormatted/s1002_06.png,s1002_06.png,L,M,1
1935,../data/NistFormatted/f1936_07.png,f1936_07.png,T,M,3
2733,../data/NistFormatted/s0734_10.png,s0734_10.png,L,M,1
2848,../data/NistFormatted/s0849_04.png,s0849_04.png,A,F,0
3119,../data/NistFormatted/s1120_02.png,s1120_02.png,A,F,0
3457,../data/NistFormatted/s1458_04.png,s1458_04.png,A,F,0
1196,../data/NistFormatted/f1197_08.png,f1197_08.png,A,M,0
2949,../data/NistFormatted/s0950_02.png,s0950_02.png,T,F,3
1734,../data/NistFormatted/f1735_09.png,f1735_09.png,W,M,4
309,../data/NistFormatted/f0310_05.png,f0310_05.png,W,M,4
3903,../data/NistFormatted/s1904_07.png,s1904_07.png,W,M,4
1176,../data/NistFormatted/f1177_08.png,f1177_08.png,A,M,0
1443,../data/NistFormatted/f1444_01.png,f1444_01.png,W,M,4
481,../data/NistFormatted/f0482_08.png,f0482_08.png,L,M,1
1137,../data/NistFormatted/f1138_10.png,f1138_10.png,A,M,0
11,../data/NistFormatted/f0012_01.png,f0012_01.png,A,F,0
1738,../data/NistFormatted/f1739_01.png,f1739_01.png,W,M,4
1624,../data/NistFormatted/f1625_03.png,f1625_03.png,T,M,3
3572,../data/NistFormatted/s1573_02.png,s1573_02.png,W,M,4
2614,../data/NistFormatted/s0615_01.png,s0615_01.png,R,F,2
2850,../data/NistFormatted/s0851_05.png,s0851_05.png,R,M,2
699,../data/NistFormatted/f0700_06.png,f0700_06.png,A,M,0
2806,../data/NistFormatted/s0807_05.png,s0807_05.png,R,F,2
686,../data/NistFormatted/f0687_01.png,f0687_01.png,R,M,2
2529,../data/NistFormatted/s0530_09.png,s0530_09.png,L,F,1
2752,../data/NistFormatted/s0753_03.png,s0753_03.png,R,M,2
1784,../data/NistFormatted/f1785_10.png,f1785_10.png,T,M,3
2960,../data/NistFormatted/s0961_03.png,s0961_03.png,R,M,2
3731,../data/NistFormatted/s1732_04.png,s1732_04.png,T,M,3
2649,../data/NistFormatted/s0650_01.png,s0650_01.png,W,M,4
479,../data/NistFormatted/f0480_04.png,f0480_04.png,R,F,2
236,../data/NistFormatted/f0237_07.png,f0237_07.png,A,M,0
1349,../data/NistFormatted/f1350_03.png,f1350_03.png,R,M,2
3770,../data/NistFormatted/s1771_01.png,s1771_01.png,A,M,0
2779,../data/NistFormatted/s0780_05.png,s0780_05.png,T,M,3
3299,../data/NistFormatted/s1300_08.png,s1300_08.png,T,M,3
3965,../data/NistFormatted/s1966_07.png,s1966_07.png,T,M,3
1666,../data/NistFormatted/f1667_10.png,f1667_10.png,W,M,4
136,../data/NistFormatted/f0137_01.png,f0137_01.png,A,M,0
1737,../data/NistFormatted/f1738_10.png,f1738_10.png,L,M,1
3945,../data/NistFormatted/s1946_09.png,s1946_09.png,A,M,0
2575,../data/NistFormatted/s0576_08.png,s0576_08.png,L,M,1
310,../data/NistFormatted/f0311_03.png,f0311_03.png,R,M,2
2768,../data/NistFormatted/s0769_04.png,s0769_04.png,R,M,2
548,../data/NistFormatted/f0549_10.png,f0549_10.png,A,M,0
13,../data/NistFormatted/f0014_06.png,f0014_06.png,W,M,4
2532,../data/NistFormatted/s0533_04.png,s0533_04.png,W,M,4
3709,../data/NistFormatted/s1710_03.png,s1710_03.png,R,M,2
1404,../data/NistFormatted/f1405_07.png,f1405_07.png,T,M,3
1169,../data/NistFormatted/f1170_01.png,f1170_01.png,R,M,2
3831,../data/NistFormatted/s1832_09.png,s1832_09.png,W,F,4
2815,../data/NistFormatted/s0816_09.png,s0816_09.png,L,M,1
691,../data/NistFormatted/f0692_02.png,f0692_02.png,T,M,3
3589,../data/NistFormatted/s1590_09.png,s1590_09.png,L,M,1
631,../data/NistFormatted/f0632_07.png,f0632_07.png,R,M,2
1551,../data/NistFormatted/f1552_04.png,f1552_04.png,R,M,2
33,../data/NistFormatted/f0034_10.png,f0034_10.png,L,M,1
233,../data/NistFormatted/f0234_10.png,f0234_10.png,L,M,1
3615,../data/NistFormatted/s1616_04.png,s1616_04.png,R,M,2
2627,../data/NistFormatted/s0628_04.png,s0628_04.png,W,F,4
2299,../data/NistFormatted/s0300_08.png,s0300_08.png,T,M,3
2379,../data/NistFormatted/s0380_04.png,s0380_04.png,W,M,4
2786,../data/NistFormatted/s0787_05.png,s0787_05.png,R,M,2
1594,../data/NistFormatted/f1595_08.png,f1595_08.png,L,M,1
3971,../data/NistFormatted/s1972_03.png,s1972_03.png,T,M,3
3334,../data/NistFormatted/s1335_08.png,s1335_08.png,T,M,3
2509,../data/NistFormatted/s0510_07.png,s0510_07.png,T,M,3
2323,../data/NistFormatted/s0324_04.png,s0324_04.png,W,M,4
2213,../data/NistFormatted/s0214_09.png,s0214_09.png,L,M,1
346,../data/NistFormatted/f0347_02.png,f0347_02.png,T,M,3
574,../data/NistFormatted/f0575_04.png,f0575_04.png,W,M,4
3250,../data/NistFormatted/s1251_03.png,s1251_03.png,A,M,0
2987,../data/NistFormatted/s0988_04.png,s0988_04.png,W,M,4
1301,../data/NistFormatted/f1302_02.png,f1302_02.png,W,M,4
3638,../data/NistFormatted/s1639_06.png,s1639_06.png,T,M,3
1058,../data/NistFormatted/f1059_01.png,f1059_01.png,W,M,4
934,../data/NistFormatted/f0935_06.png,f0935_06.png,L,M,1
1540,../data/NistFormatted/f1541_01.png,f1541_01.png,R,M,2
422,../data/NistFormatted/f0423_02.png,f0423_02.png,T,M,3
2573,../data/NistFormatted/s0574_09.png,s0574_09.png,T,F,3
3522,../data/NistFormatted/s1523_05.png,s1523_05.png,R,M,2
2217,../data/NistFormatted/s0218_02.png,s0218_02.png,A,M,0
291,../data/NistFormatted/f0292_04.png,f0292_04.png,W,M,4
2400,../data/NistFormatted/s0401_08.png,s0401_08.png,T,M,3
576,../data/NistFormatted/f0577_06.png,f0577_06.png,A,M,0
577,../data/NistFormatted/f0578_02.png,f0578_02.png,A,M,0
3740,../data/NistFormatted/s1741_06.png,s1741_06.png,L,M,1
67,../data/NistFormatted/f0068_01.png,f0068_01.png,R,M,2
2970,../data/NistFormatted/s0971_09.png,s0971_09.png,L,M,1
2596,../data/NistFormatted/s0597_10.png,s0597_10.png,L,F,1
1951,../data/NistFormatted/f1952_02.png,f1952_02.png,T,M,3
102,../data/NistFormatted/f0103_10.png,f0103_10.png,L,F,1
3027,../data/NistFormatted/s1028_06.png,s1028_06.png,L,F,1
3728,../data/NistFormatted/s1729_02.png,s1729_02.png,T,F,3
3859,../data/NistFormatted/s1860_04.png,s1860_04.png,A,M,0
3913,../data/NistFormatted/s1914_05.png,s1914_05.png,W,M,4
2608,../data/NistFormatted/s0609_01.png,s0609_01.png,A,F,0
1675,../data/NistFormatted/f1676_09.png,f1676_09.png,L,M,1
830,../data/NistFormatted/f0831_10.png,f0831_10.png,A,M,0
2335,../data/NistFormatted/s0336_02.png,s0336_02.png,W,M,4
1132,../data/NistFormatted/f1133_06.png,f1133_06.png,L,F,1
1569,../data/NistFormatted/f1570_09.png,f1570_09.png,L,M,1
857,../data/NistFormatted/f0858_03.png,f0858_03.png,R,M,2
1177,../data/NistFormatted/f1178_05.png,f1178_05.png,R,M,2
3154,../data/NistFormatted/s1155_05.png,s1155_05.png,R,M,2
872,../data/NistFormatted/f0873_05.png,f0873_05.png,R,M,2
1673,../data/NistFormatted/f1674_02.png,f1674_02.png,T,M,3
2204,../data/NistFormatted/s0205_05.png,s0205_05.png,R,M,2
2901,../data/NistFormatted/s0902_02.png,s0902_02.png,A,M,0
66,../data/NistFormatted/f0067_03.png,f0067_03.png,R,M,2
2958,../data/NistFormatted/s0959_07.png,s0959_07.png,T,M,3
828,../data/NistFormatted/f0829_07.png,f0829_07.png,T,M,3
1874,../data/NistFormatted/f1875_08.png,f1875_08.png,W,M,4
2761,../data/NistFormatted/s0762_06.png,s0762_06.png,A,F,0
2342,../data/NistFormatted/s0343_09.png,s0343_09.png,L,F,1
2959,../data/NistFormatted/s0960_04.png,s0960_04.png,A,M,0
119,../data/NistFormatted/f0120_08.png,f0120_08.png,A,F,0
509,../data/NistFormatted/f0510_07.png,f0510_07.png,T,M,3
1318,../data/NistFormatted/f1319_01.png,f1319_01.png,W,M,4
454,../data/NistFormatted/f0455_04.png,f0455_04.png,R,M,2
2908,../data/NistFormatted/s0909_07.png,s0909_07.png,T,M,3
2562,../data/NistFormatted/s0563_04.png,s0563_04.png,W,M,4
3943,../data/NistFormatted/s1944_07.png,s1944_07.png,A,M,0
875,../data/NistFormatted/f0876_04.png,f0876_04.png,R,M,2
3478,../data/NistFormatted/s1479_10.png,s1479_10.png,T,F,3
3933,../data/NistFormatted/s1934_07.png,s1934_07.png,T,M,3
1309,../data/NistFormatted/f1310_09.png,f1310_09.png,L,M,1
3084,../data/NistFormatted/s1085_10.png,s1085_10.png,L,M,1
15,../data/NistFormatted/f0016_08.png,f0016_08.png,A,M,0
2386,../data/NistFormatted/s0387_04.png,s0387_04.png,R,M,2
968,../data/NistFormatted/f0969_06.png,f0969_06.png,L,M,1
2367,../data/NistFormatted/s0368_09.png,s0368_09.png,A,M,0
3878,../data/NistFormatted/s1879_02.png,s1879_02.png,T,M,3
993,../data/NistFormatted/f0994_04.png,f0994_04.png,T,F,3
1644,../data/NistFormatted/f1645_06.png,f1645_06.png,L,M,1
2645,../data/NistFormatted/s0646_09.png,s0646_09.png,L,F,1
2463,../data/NistFormatted/s0464_06.png,s0464_06.png,L,M,1
54,../data/NistFormatted/f0055_10.png,f0055_10.png,L,M,1
1978,../data/NistFormatted/f1979_03.png,f1979_03.png,A,F,0
2982,../data/NistFormatted/s0983_03.png,s0983_03.png,R,M,2
2112,../data/NistFormatted/s0113_01.png,s0113_01.png,R,M,2
1926,../data/NistFormatted/f1927_03.png,f1927_03.png,A,M,0
2886,../data/NistFormatted/s0887_05.png,s0887_05.png,R,M,2
1051,../data/NistFormatted/f1052_07.png,f1052_07.png,A,M,0
939,../data/NistFormatted/f0940_02.png,f0940_02.png,W,M,4
3612,../data/NistFormatted/s1613_05.png,s1613_05.png,R,M,2
1195,../data/NistFormatted/f1196_04.png,f1196_04.png,W,M,4
712,../data/NistFormatted/f0713_03.png,f0713_03.png,R,M,2
2538,../data/NistFormatted/s0539_02.png,s0539_02.png,T,M,3
3594,../data/NistFormatted/s1595_08.png,s1595_08.png,L,M,1
2730,../data/NistFormatted/s0731_02.png,s0731_02.png,T,M,3
2521,../data/NistFormatted/s0522_09.png,s0522_09.png,L,M,1
464,../data/NistFormatted/f0465_08.png,f0465_08.png,L,M,1
3718,../data/NistFormatted/s1719_02.png,s1719_02.png,T,M,3
591,../data/NistFormatted/f0592_10.png,f0592_10.png,A,M,0
3839,../data/NistFormatted/s1840_04.png,s1840_04.png,R,M,2
273,../data/NistFormatted/f0274_05.png,f0274_05.png,R,M,2
5,../data/NistFormatted/f0006_09.png,f0006_09.png,A,M,0
1049,../data/NistFormatted/f1050_05.png,f1050_05.png,A,M,0
1162,../data/NistFormatted/f1163_03.png,f1163_03.png,T,M,3
100,../data/NistFormatted/f0101_07.png,f0101_07.png,W,M,4
3757,../data/NistFormatted/s1758_03.png,s1758_03.png,R,M,2
405,../data/NistFormatted/f0406_04.png,f0406_04.png,T,M,3
2408,../data/NistFormatted/s0409_05.png,s0409_05.png,R,M,2
1973,../data/NistFormatted/f1974_09.png,f1974_09.png,L,M,1
2361,../data/NistFormatted/s0362_05.png,s0362_05.png,W,M,4
2011,../data/NistFormatted/s0012_01.png,s0012_01.png,A,F,0
3251,../data/NistFormatted/s1252_07.png,s1252_07.png,W,M,4
1302,../data/NistFormatted/f1303_10.png,f1303_10.png,A,M,0
362,../data/NistFormatted/f0363_10.png,f0363_10.png,L,M,1
98,../data/NistFormatted/f0099_02.png,f0099_02.png,A,M,0
1402,../data/NistFormatted/f1403_05.png,f1403_05.png,R,M,2
3592,../data/NistFormatted/s1593_04.png,s1593_04.png,R,F,2
3412,../data/NistFormatted/s1413_07.png,s1413_07.png,T,F,3
1814,../data/NistFormatted/f1815_08.png,f1815_08.png,W,M,4
1287,../data/NistFormatted/f1288_04.png,f1288_04.png,W,M,4
2467,../data/NistFormatted/s0468_02.png,s0468_02.png,T,F,3
1534,../data/NistFormatted/f1535_08.png,f1535_08.png,L,M,1
3690,../data/NistFormatted/s1691_09.png,s1691_09.png,W,M,4
1914,../data/NistFormatted/f1915_07.png,f1915_07.png,W,M,4
3747,../data/NistFormatted/s1748_02.png,s1748_02.png,T,M,3
569,../data/NistFormatted/f0570_07.png,f0570_07.png,W,M,4
314,../data/NistFormatted/f0315_03.png,f0315_03.png,A,M,0
3984,../data/NistFormatted/s1985_03.png,s1985_03.png,R,M,2
2315,../data/NistFormatted/s0316_03.png,s0316_03.png,T,M,3
497,../data/NistFormatted/f0498_05.png,f0498_05.png,R,M,2
1615,../data/NistFormatted/f1616_04.png,f1616_04.png,R,M,2
1875,../data/NistFormatted/f1876_05.png,f1876_05.png,W,M,4
2972,../data/NistFormatted/s0973_05.png,s0973_05.png,R,M,2
1928,../data/NistFormatted/f1929_09.png,f1929_09.png,W,M,4
1313,../data/NistFormatted/f1314_02.png,f1314_02.png,W,M,4
2170,../data/NistFormatted/s0171_08.png,s0171_08.png,R,M,2
2318,../data/NistFormatted/s0319_06.png,s0319_06.png,L,M,1
612,../data/NistFormatted/f0613_05.png,f0613_05.png,A,M,0
2021,../data/NistFormatted/s0022_05.png,s0022_05.png,R,M,2
1994,../data/NistFormatted/f1995_02.png,f1995_02.png,W,M,4
622,../data/NistFormatted/f0623_09.png,f0623_09.png,L,M,1
3520,../data/NistFormatted/s1521_02.png,s1521_02.png,T,M,3
1202,../data/NistFormatted/f1203_04.png,f1203_04.png,T,M,3
2634,../data/NistFormatted/s0635_10.png,s0635_10.png,T,M,3
3567,../data/NistFormatted/s1568_08.png,s1568_08.png,A,F,0
719,../data/NistFormatted/f0720_02.png,f0720_02.png,L,M,1
3454,../data/NistFormatted/s1455_03.png,s1455_03.png,T,M,3
2256,../data/NistFormatted/s0257_07.png,s0257_07.png,W,M,4
2664,../data/NistFormatted/s0665_07.png,s0665_07.png,W,M,4
250,../data/NistFormatted/f0251_05.png,f0251_05.png,A,M,0
2788,../data/NistFormatted/s0789_03.png,s0789_03.png,T,M,3
2613,../data/NistFormatted/s0614_07.png,s0614_07.png,T,M,3
1210,../data/NistFormatted/f1211_10.png,f1211_10.png,L,F,1
2107,../data/NistFormatted/s0108_03.png,s0108_03.png,T,M,3
3413,../data/NistFormatted/s1414_08.png,s1414_08.png,A,M,0
1634,../data/NistFormatted/f1635_02.png,f1635_02.png,T,M,3
1697,../data/NistFormatted/f1698_10.png,f1698_10.png,L,M,1
2331,../data/NistFormatted/s0332_03.png,s0332_03.png,A,M,0
925,../data/NistFormatted/f0926_04.png,f0926_04.png,R,M,2
1178,../data/NistFormatted/f1179_10.png,f1179_10.png,T,M,3
2742,../data/NistFormatted/s0743_07.png,s0743_07.png,T,M,3
1036,../data/NistFormatted/f1037_06.png,f1037_06.png,T,M,3
990,../data/NistFormatted/f0991_02.png,f0991_02.png,W,M,4
1910,../data/NistFormatted/f1911_09.png,f1911_09.png,A,M,0
2254,../data/NistFormatted/s0255_05.png,s0255_05.png,W,M,4
84,../data/NistFormatted/f0085_10.png,f0085_10.png,L,F,1
2705,../data/NistFormatted/s0706_04.png,s0706_04.png,R,M,2
3438,../data/NistFormatted/s1439_01.png,s1439_01.png,R,M,2
3228,../data/NistFormatted/s1229_10.png,s1229_10.png,L,F,1
2679,../data/NistFormatted/s0680_04.png,s0680_04.png,W,M,4
1698,../data/NistFormatted/f1699_07.png,f1699_07.png,T,M,3
1790,../data/NistFormatted/f1791_03.png,f1791_03.png,T,M,3
1112,../data/NistFormatted/f1113_05.png,f1113_05.png,A,M,0
3798,../data/NistFormatted/s1799_01.png,s1799_01.png,W,M,4
1304,../data/NistFormatted/f1305_06.png,f1305_06.png,L,M,1
3046,../data/NistFormatted/s1047_01.png,s1047_01.png,W,M,4
2345,../data/NistFormatted/s0346_09.png,s0346_09.png,A,F,0
2041,../data/NistFormatted/s0042_04.png,s0042_04.png,R,M,2
1187,../data/NistFormatted/f1188_06.png,f1188_06.png,W,M,4
3732,../data/NistFormatted/s1733_02.png,s1733_02.png,T,F,3
1919,../data/NistFormatted/f1920_06.png,f1920_06.png,A,M,0
3865,../data/NistFormatted/s1866_10.png,s1866_10.png,A,F,0
1977,../data/NistFormatted/f1978_10.png,f1978_10.png,L,M,1
2633,../data/NistFormatted/s0634_09.png,s0634_09.png,L,M,1
1720,../data/NistFormatted/f1721_09.png,f1721_09.png,W,M,4
698,../data/NistFormatted/f0699_10.png,f0699_10.png,L,M,1
2035,../data/NistFormatted/s0036_04.png,s0036_04.png,T,M,3
1727,../data/NistFormatted/f1728_01.png,f1728_01.png,R,M,2
2715,../data/NistFormatted/s0716_08.png,s0716_08.png,L,M,1
3552,../data/NistFormatted/s1553_08.png,s1553_08.png,T,F,3
1022,../data/NistFormatted/f1023_08.png,f1023_08.png,A,F,0
2159,../data/NistFormatted/s0160_08.png,s0160_08.png,T,M,3
628,../data/NistFormatted/f0629_05.png,f0629_05.png,R,M,2
3059,../data/NistFormatted/s1060_05.png,s1060_05.png,A,M,0
3385,../data/NistFormatted/s1386_01.png,s1386_01.png,R,M,2
2879,../data/NistFormatted/s0880_09.png,s0880_09.png,W,F,4
3845,../data/NistFormatted/s1846_09.png,s1846_09.png,A,F,0
2858,../data/NistFormatted/s0859_04.png,s0859_04.png,W,M,4
1530,../data/NistFormatted/f1531_08.png,f1531_08.png,L,M,1
3498,../data/NistFormatted/s1499_01.png,s1499_01.png,A,M,0
957,../data/NistFormatted/f0958_09.png,f0958_09.png,T,M,3
2296,../data/NistFormatted/s0297_01.png,s0297_01.png,R,M,2
1012,../data/NistFormatted/f1013_02.png,f1013_02.png,A,F,0
247,../data/NistFormatted/f0248_02.png,f0248_02.png,R,M,2
